0.019715,0.022999,0.032132,0.061281,0.14764,0.71623
0.010416,0.045205,0.057197,0.11668,0.20825,0.56226
0.030349,0.10018,0.1063,0.15315,0.19747,0.41255
0.0021867,0.016915,0.040635,0.10273,0.18413,0.6534
0.28175,0.0066756,0.021701,0.057751,0.14089,0.49123
0.12375,0.015644,0.022566,0.047052,0.10863,0.68235
0.07633,0.045205,0.028611,0.050938,0.10484,0.69407
0.011148,0.044056,0.057767,0.11563,0.2289,0.5425
0.024786,0.033127,0.040074,0.088161,0.1921,0.62175
0.016509,0.046361,0.093207,0.1564,0.16945,0.51807
0.00050137,0.011285,0.035468,0.093244,0.19808,0.66142
0.0013505,0.028639,0.041731,0.071005,0.12509,0.73219
0.024786,0.033127,0.040074,0.088161,0.1921,0.62175
0.16569,0.014572,0.024968,0.067099,0.14626,0.58141
0.00066311,0.0091703,0.029634,0.094267,0.23025,0.63601
0.29152,0.036469,0.045045,0.060047,0.12796,0.43896
0.0046296,0.024345,0.032375,0.083155,0.20276,0.65273
0.00035177,0.020581,0.034801,0.085169,0.19,0.6691
0.034154,0.11394,0.11945,0.14813,0.14725,0.43707
0.020504,0.073702,0.10685,0.15857,0.20152,0.43886
0.010703,0.026031,0.040357,0.085476,0.2007,0.63674
0.00026643,0.015434,0.044504,0.092048,0.16768,0.68006
0.33398,0.0089115,0.015721,0.038974,0.066925,0.53549
0.0013626,0.022865,0.068114,0.12454,0.20725,0.57586
0.001124,0.0085355,0.033297,0.10731,0.25451,0.59523
0.0081756,0.01234,0.02164,0.044517,0.17716,0.73616
0.0035945,0.022764,0.044934,0.082128,0.15612,0.69046
0.003914,0.033758,0.065615,0.15211,0.26377,0.48084
0.0013626,0.022865,0.068114,0.12454,0.20725,0.57586
0.022158,0.076023,0.097517,0.15258,0.2033,0.44843
0.078874,0.048443,0.041598,0.074761,0.14536,0.61096
0.0032953,0.044469,0.069546,0.11856,0.24106,0.52306
0.0083414,0.034045,0.03918,0.063068,0.15022,0.70514
0.020811,0.041869,0.044752,0.064734,0.088889,0.73895
0.0012534,0.020225,0.05837,0.11355,0.19512,0.61148
0.0050542,0.041149,0.064168,0.12895,0.26976,0.49091
0.027054,0.061156,0.062862,0.08791,0.15595,0.60507
0.00015365,0.0096312,0.052669,0.093567,0.19206,0.65192
0.22485,0.0078464,0.024163,0.056955,0.14473,0.54146
0.0006712,0.008022,0.026969,0.062805,0.19218,0.70936
0.0038331,0.007836,0.014985,0.053372,0.19763,0.72235
0.020811,0.041869,0.044752,0.064734,0.088889,0.73895
0.010088,0.036362,0.054379,0.13119,0.2355,0.53248
0.00076015,0.099984,0.08544,0.10968,0.18058,0.52356
0.00040433,0.01828,0.037672,0.085561,0.1892,0.66888
0.0081837,0.025752,0.064787,0.098601,0.21355,0.58913
0.060125,0.08546,0.071555,0.083976,0.17718,0.5217
0.03373,0.042318,0.052883,0.11072,0.21082,0.54953
0.016274,0.062571,0.07204,0.12691,0.23039,0.49182
0.0061782,0.016715,0.034041,0.14668,0.2901,0.50629
0.013331,0.011192,0.026642,0.076067,0.16065,0.71212
0.0069909,0.022174,0.051706,0.12063,0.24505,0.55345
0.001585,0.014596,0.027143,0.060525,0.14702,0.74913
0.052074,0.048168,0.055414,0.11308,0.20996,0.5213
0.063416,0.086063,0.091068,0.13867,0.19584,0.42494
0.00075832,0.022373,0.043355,0.13622,0.24868,0.54862
0.011932,0.049818,0.083176,0.11463,0.18044,0.56
0.035569,0.031574,0.046786,0.1058,0.2085,0.57177
0.00025473,0.010711,0.028724,0.076848,0.2217,0.66176
0.0036875,0.03037,0.064964,0.17367,0.25245,0.47485
0.00025069,0.0036107,0.024858,0.075898,0.20259,0.69279
0.010088,0.036362,0.054379,0.13119,0.2355,0.53248
0.035181,0.12411,0.098916,0.10421,0.10508,0.5325
0.0016534,0.079735,0.076389,0.10316,0.15917,0.57989
0.011042,0.035036,0.049943,0.10003,0.19157,0.61237
0.004941,0.010561,0.026213,0.098763,0.28473,0.57479
0.0049774,0.025433,0.049891,0.086839,0.19953,0.63333
0.35022,0.0061499,0.013667,0.034316,0.17472,0.42093
0.0061257,0.043599,0.04478,0.083034,0.14672,0.67574
0.038852,0.060197,0.045362,0.062449,0.11326,0.67988
0.18351,0.073682,0.075105,0.12784,0.17963,0.36023
0.049567,0.047404,0.049292,0.087656,0.17587,0.59021
0.0021453,0.039098,0.084473,0.13192,0.22136,0.52101
0.32197,0.020924,0.034356,0.051654,0.098112,0.47298
0.0029072,0.038367,0.048961,0.07386,0.17522,0.66069
0.007464,0.028477,0.037154,0.067884,0.14338,0.71564
0.34856,0.0096555,0.018979,0.031975,0.084134,0.5067
0.0024462,0.027766,0.04216,0.076852,0.16743,0.68335
0.0023451,0.033168,0.039973,0.062005,0.12585,0.73666
0.28552,0.013832,0.022728,0.039556,0.092306,0.54606
0.001585,0.035339,0.089884,0.15652,0.23208,0.48459
0.011701,0.015126,0.032897,0.11226,0.19722,0.6308
0.0054626,0.016545,0.030923,0.061228,0.16212,0.72372
0.045011,0.066707,0.063222,0.097505,0.15266,0.57489
0.035266,0.078081,0.10315,0.13242,0.18846,0.46262
0.012902,0.038363,0.045601,0.09474,0.17906,0.62934
0.018381,0.058467,0.072667,0.11437,0.19061,0.54551
0.045467,0.089649,0.10077,0.13324,0.19867,0.4322
0.018971,0.067872,0.080681,0.12529,0.21894,0.48824
0.0027576,0.016125,0.021543,0.048035,0.1735,0.73804
0.00032287,0.015608,0.06141,0.12058,0.18725,0.61483
0.28558,0.013024,0.019489,0.042217,0.10948,0.53021
0.027818,0.052612,0.061467,0.11761,0.2182,0.52229
0.0478,0.092306,0.10643,0.12701,0.16826,0.4582
0.0015971,0.03618,0.081069,0.14144,0.2353,0.50442
0.32558,0.010751,0.020318,0.040175,0.092063,0.51112
0.042532,0.059013,0.05376,0.097837,0.21374,0.53311
0.029407,0.14763,0.14753,0.1902,0.24683,0.2384
0.060424,0.089229,0.089831,0.11201,0.1645,0.484
0.28306,0.010929,0.020767,0.053643,0.14431,0.48729
0.25513,0.0048144,0.012669,0.032614,0.093577,0.6012
0.2273,0.0088388,0.01885,0.043882,0.11316,0.58797
0.035792,0.032751,0.031716,0.079852,0.1415,0.67838
0.0018033,0.023508,0.0537,0.066032,0.13587,0.71909
0.0060003,0.024175,0.033976,0.06568,0.15024,0.71993
0.26224,0.0081528,0.013072,0.031921,0.079493,0.60512
0.0027576,0.016125,0.021543,0.048035,0.1735,0.73804
0.0015971,0.03618,0.081069,0.14144,0.2353,0.50442
0.030661,0.042783,0.046511,0.075489,0.18347,0.62109
0.0093401,0.017354,0.030653,0.10934,0.27274,0.56057
0.067326,0.024976,0.023342,0.054423,0.12122,0.70871
0.091165,0.056627,0.066408,0.076528,0.16582,0.54345
0.038917,0.070484,0.07705,0.13322,0.19315,0.48719
0.028445,0.099438,0.1116,0.16724,0.21621,0.37706
0.020205,0.059619,0.075332,0.14744,0.23358,0.46382
0.011443,0.011944,0.017107,0.0429,0.10297,0.81364
0.035881,0.038096,0.055095,0.092492,0.15543,0.623
0.014034,0.048358,0.069404,0.11395,0.24081,0.51344
0.030418,0.044881,0.062021,0.12576,0.22257,0.51435
0.046442,0.092471,0.10961,0.14911,0.21715,0.38522
0.080317,0.06775,0.057792,0.096312,0.16373,0.5341
0.073391,0.093866,0.099135,0.13361,0.22405,0.37595
0.021939,0.043927,0.063553,0.1142,0.21199,0.54439
0.0049935,0.018458,0.036127,0.082743,0.17981,0.67787
0.004759,0.013683,0.03952,0.090975,0.19689,0.65417
0.10057,0.060864,0.050089,0.062741,0.13796,0.58778
0.0068494,0.02745,0.047428,0.097327,0.24154,0.57941
0.01602,0.087409,0.11112,0.16218,0.2419,0.38138
0.0059235,0.018696,0.047618,0.096381,0.18941,0.64197
0.079852,0.075623,0.070803,0.087166,0.11676,0.5698
0.36751,0.018235,0.01923,0.033244,0.081946,0.47983
0.020031,0.10874,0.10986,0.14709,0.2218,0.39248
0.0001496,0.0036431,0.02187,0.07969,0.23417,0.66048
0.00090167,0.018644,0.043709,0.094283,0.2077,0.63476
0.0059235,0.018696,0.047618,0.096381,0.18941,0.64197
0.021369,0.052159,0.067006,0.11675,0.16203,0.58068
0.048775,0.074017,0.083956,0.12342,0.21805,0.45179
0.0079128,0.024264,0.040854,0.096143,0.20286,0.62797
0.024159,0.017241,0.018951,0.048488,0.15286,0.7383
0.018939,0.028946,0.036325,0.067851,0.20353,0.64441
0.015882,0.038392,0.044982,0.10401,0.19364,0.6031
0.0059235,0.018696,0.047618,0.096381,0.18941,0.64197
0.00040433,0.01828,0.037672,0.085561,0.1892,0.66888
0.019238,0.05332,0.083839,0.14504,0.23493,0.46363
0.0069505,0.014281,0.030592,0.057844,0.13618,0.75415
0.21734,0.035352,0.037243,0.045891,0.071869,0.59231
0.00016982,0.026678,0.070241,0.11237,0.22615,0.56439
0.013703,0.056902,0.070168,0.073791,0.080002,0.70543
0.0089964,0.031453,0.041109,0.079197,0.1743,0.66494
0.0029839,0.025405,0.056874,0.089799,0.18805,0.63689
0.032379,0.079492,0.09668,0.11064,0.11952,0.56128
0.29381,0.024716,0.034054,0.051387,0.098971,0.49706
0.012902,0.038363,0.045601,0.09474,0.17906,0.62934
0.01937,0.12505,0.073236,0.067002,0.10553,0.60981
0.00016982,0.026678,0.070241,0.11237,0.22615,0.56439
0.0006995,0.0056445,0.034643,0.10084,0.2629,0.59528
0.0018519,0.015514,0.041165,0.11055,0.22711,0.60381
0.00018195,0.0072093,0.031538,0.078813,0.16453,0.71773
0.0029072,0.038367,0.048961,0.07386,0.17522,0.66069
0.036904,0.040862,0.06564,0.12136,0.28053,0.45471
0.0018033,0.011325,0.03039,0.10645,0.19559,0.65444
0.27762,0.015203,0.017726,0.03804,0.085019,0.5664
0.025554,0.025534,0.024854,0.027802,0.049664,0.84659
0.019974,0.041836,0.067257,0.094541,0.17129,0.6051
0.0119,0.043866,0.059247,0.099389,0.20017,0.58542
0.0063949,0.087021,0.088633,0.13028,0.22367,0.464
0.021551,0.055337,0.078869,0.12036,0.16056,0.56333
0.0017669,0.010343,0.032201,0.082189,0.21545,0.65805
0.1572,0.023621,0.043244,0.10109,0.17845,0.4964
0.0045604,0.041142,0.045299,0.082295,0.16046,0.66625
0.19443,0.0033226,0.0088503,0.023059,0.084843,0.68549
0.0018519,0.036362,0.063776,0.11249,0.18779,0.59773
0.11977,0.096967,0.072348,0.084138,0.18203,0.44474
0.30695,0.12406,0.082941,0.10204,0.13065,0.25335
0.026383,0.017487,0.026262,0.073726,0.15386,0.70228
0.0003356,0.01215,0.061762,0.12002,0.26426,0.54147
0.028247,0.038986,0.057682,0.12541,0.21279,0.53689
0.014657,0.063501,0.089148,0.12734,0.23815,0.46721
0.28652,0.14587,0.086875,0.098751,0.12225,0.25973
0.24468,0.1367,0.072295,0.065874,0.10191,0.37854
0.0019812,0.018725,0.03821,0.078882,0.17979,0.68242
0.035792,0.032751,0.031716,0.079852,0.1415,0.67838
0.0061014,0.016642,0.024252,0.054678,0.12718,0.77115
0.058968,0.019246,0.020362,0.093984,0.22083,0.58661
0.0093078,0.031433,0.041153,0.085917,0.14998,0.68221
0.0057052,0.023888,0.051864,0.098144,0.18199,0.63841
0.23308,0.0076541,0.015741,0.037866,0.096248,0.60941
0.0049935,0.018458,0.036127,0.082743,0.17981,0.67787
0.069493,0.057646,0.054072,0.10459,0.18172,0.53248
0.51441,0.13493,0.044145,0.046033,0.080499,0.17997
0.011188,0.05537,0.080281,0.14297,0.24749,0.4627
0.075514,0.065332,0.087158,0.14205,0.19406,0.43588
0.0085112,0.027127,0.063747,0.18821,0.30544,0.40696
0.0041121,0.0057739,0.02555,0.10161,0.18956,0.67339
0.012187,0.027758,0.048581,0.073929,0.10843,0.72911
0.0048116,0.025849,0.091804,0.1676,0.19759,0.51235
0.002891,0.011576,0.036091,0.074228,0.19593,0.67929
0.006061,0.029472,0.056291,0.09182,0.16075,0.6556
0.011552,0.06302,0.072477,0.11623,0.18861,0.54811
0.14806,0.015219,0.022821,0.054727,0.10146,0.65772
0.0020015,0.03318,0.065502,0.10831,0.20317,0.58784
0.011042,0.022938,0.034041,0.077515,0.15014,0.70433
0.004387,0.014633,0.058208,0.14255,0.21148,0.56874
0.0094695,0.033232,0.053983,0.095686,0.17468,0.63295
0.00024664,0.0074357,0.042851,0.10828,0.20655,0.63463
0.030422,0.03935,0.050962,0.099972,0.17236,0.60693
0.00018855,0.0037804,0.021446,0.084546,0.32523,0.56481
0.0093078,0.031433,0.041153,0.085917,0.14998,0.68221
0.010011,0.023278,0.038282,0.085577,0.18181,0.66104
0.038036,0.049466,0.030547,0.092164,0.28778,0.50201
0.013945,0.019141,0.027559,0.07411,0.18271,0.68253
0.020047,0.10234,0.078816,0.095052,0.16978,0.53396
0.0094695,0.033232,0.053983,0.095686,0.17468,0.63295
0.001302,0.021248,0.048872,0.093155,0.15251,0.68291
0.039156,0.054427,0.072153,0.11475,0.17473,0.54478
0.0086851,0.025044,0.046078,0.10544,0.21654,0.59821
0.044469,0.063149,0.076177,0.087126,0.19761,0.53147
0.040336,0.073945,0.04983,0.070912,0.16975,0.59522
0.023399,0.14442,0.090818,0.088679,0.14643,0.50625
0.0025433,0.024486,0.048949,0.135,0.23264,0.55638
0.35427,0.030875,0.032019,0.056526,0.10585,0.42046
0.24753,0.069768,0.064006,0.10585,0.1444,0.36845
0.018761,0.035909,0.03176,0.052802,0.10652,0.75425
0.00092188,0.0069788,0.022424,0.073298,0.16726,0.72912
0.1901,0.077952,0.053376,0.08373,0.1688,0.42604
0.0023977,0.015765,0.04233,0.09138,0.18681,0.66132
0.054423,0.066816,0.063578,0.12006,0.20687,0.48825
0.044392,0.11139,0.10461,0.10068,0.17172,0.4672
0.00090975,0.010889,0.0463,0.11359,0.25081,0.5775
0.14534,0.12916,0.10018,0.09328,0.095613,0.43642
0.073427,0.05801,0.037118,0.062559,0.17411,0.59478
0.0068979,0.045754,0.073997,0.13334,0.18834,0.55167
0.0061055,0.02295,0.039706,0.10399,0.2188,0.60845
0.011819,0.023516,0.03024,0.083018,0.1601,0.69131
0.004941,0.010561,0.026213,0.098763,0.28473,0.57479
0.055422,0.059898,0.046224,0.098245,0.22489,0.51532
0.015021,0.028627,0.044218,0.082242,0.18073,0.64916
0.019529,0.079905,0.072497,0.10888,0.17804,0.54116
0.028914,0.076294,0.081077,0.11637,0.17357,0.52377
0.00046498,0.018705,0.057415,0.10244,0.1223,0.69867
0.00033155,0.023051,0.052555,0.1156,0.20957,0.59889
