63848,3007,427,13,2,0,0,0,0,350,1255,972,295,51,35,0,0,0,0,3,12,22,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1193,1132,690,56,3,0,0,0,573,1532,4940,5729,2563,67,0,0,0,0,16,893,1884,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1389,437,987,215,0,0,0,0,597,724,9499,21987,6782,0,0,0,0,0,26,12391,30453,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2972,222,335,12,0,0,0,0,1268,372,19887,11892,0,0,0,0,0,0,379,21637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3,0,0,0,0,0,0,15995,42321,187,178,0,0,0,0,0,31380,87,21961,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5234,0,109,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,152,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
30786,5792,395,861,465,58,0,0,968,10433,1703,1212,985,8,0,0,0,0,3,18,164,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,1200,16,100,178,43,2,0,7021,28157,7046,1713,182,113,18,0,0,189,7914,4574,2124,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,22,0,0,0,0,0,0,5729,4770,78,46,35,69,38,4,841,5969,6810,2680,1809,80,88,27,0,0,128,2558,1297,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,2,0,0,0,0,0,0,1243,354,15,0,0,0,0,0,10553,9430,4911,53,49,35,44,21,1,404,5968,6209,751,1002,74,52,0,0,0,4190,2016,99,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,6631,98,1,0,0,0,0,0,5596,3173,1225,6,0,0,0,0,1209,3390,8690,1314,17,12,27,17,0,0,73,4141,29636,2316,173,72,0,0,0,0,604,3021,343,3,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,6753,19,0,0,0,0,0,0,988,218,102,4,0,0,0,0,2144,205,835,418,1,0,0,0,11,87,48,252,3902,88,10,12,0,1,5,13,5288,27188,2059,232,0,0,2,0,0,668,4961,312,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,116,2,0,0,0,0,0,0,717,247,75,0,0,0,0,0,59,204,168,64,0,0,0,0,17,10,6,118,28,0,0,0,12,4,11,8,86,920,165,29,9,3,7,1,9,1330,8583,550,0,3,1,0,0,0,712,469,2160,0,0,0,0,0,0,0,1382,1,0,0,0,0,0,0,1305,113,3,0,0,0,0,0,100,857,1526,609,21,0,0,0,55,11,169,836,777,8,0,0,28,0,0,0,138,89,0,0,9,3,1,6,6,75,1530,20,57,11,4,14,20,11,3097,1461
199,9027,4549,0,0,0,0,0,133,1139,16459,6176,0,0,0,0,63,527,151,193,64,0,0,0,0,7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,17,5,0,0,0,0,0,774,638,1488,2300,0,0,0,0,6071,4890,2115,13575,808,0,0,0,516,13646,6001,1607,124,16,0,0,0,17,737,386,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20,2,0,0,0,0,17,168,605,11890,1885,1,0,0,1,25352,3807,8049,43827,5901,0,0,0,11749,21434,7248,1874,289,0,0,0,0,1622,3873,509,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,52,0,0,0,0,5,97,982,14320,4712,24,0,0,1,6723,877,6699,31140,236,0,0,0,8,2907,3858,1645,35,0,0,0,0,117,615,407,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,74,0,0,0,0,6,153,1361,8542,1391,0,0,0,0,100,545,4814,567,2,0,0,0,0,485,2013,649,7,0,0,0,0,0,43,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,83,87,0,0,0,0,2,250,1195,1927,6,0,0,0,0,57,307,364,0,0,0,0,0,0,76,69,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86,11,0,0,0,0,0,4,842,2520,114,0,0,0,0,0,26,129,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1295,31,0,0,0,0,0,0,4104,5087
0,245,202,9,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,857,460,6,0,0,0,0,0,456,5919,9629,850,0,0,0,0,0,30,460,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,34,0,0,0,0,0,0,311,396,610,1398,262,0,0,0,0,0,344,5541,25989,8564,0,0,0,0,0,134,3026,12676,645,0,0,0,0,0,0,527,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,247,1054,180,0,0,0,0,0,0,120,468,405,515,160,0,0,0,0,0,106,3765,27736,13970,0,0,0,0,0,293,3474,22922,0,0,0,0,0,0,53,12455,1238,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,717,356,25,0,0,0,0,0,0,0,4,21,62,19,0,0,0,0,0,1257,3305,24723,764,0,0,0,0,0,50,7162,5086,0,0,0,0,0,0,673,13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,189,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,58,7,0,0,0,0,0,0,572,1107,101,0,0,0,0,0,0,601,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,1885,5289,0,0,0,0,0,0,55,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,870,0,0,0,0,0,0,147,1.1446e+005
1.902e+005,438,166,147,17,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1038,354,559,64,0,0,0,106,5641,2841,1336,446,37,0,0,0,7,402,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,1811,1707,842,3641,3006,0,0,0,1527,7396,6900,394,718,0,0,0,0,4,1106,198,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,107,94,0,0,0,48,8271,1421,295,73,0,0,0,0,6476,4837,6880,130,0,0,0,0,0,0,1424,705,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,3265,17473,607,51,0,0,0,0,0,34246,1810,7644,179,0,0,0,0,0,0,1954,1885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,4178,20,418,56,0,0,0,0,0,1,633,7224,1047,0,0,0,0,0,0,544,3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,217,71,0,0,0,0,0,0,218,6483,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,776
1.7109e+005,3933,31,0,0,0,0,0,0,1117,369,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,2256,12,0,0,0,0,0,0,2382,6147,381,28,8,0,0,0,0,875,1311,33,0,0,0,0,0,0,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,224,67,10,39,0,0,0,0,889,3085,947,76,16,0,0,0,0,279,2163,389,0,0,0,0,0,0,5,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,167,25,46,40,0,0,0,0,2430,2498,2746,247,24,0,0,0,1,535,4238,2092,11,0,0,0,0,0,0,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,163,32,68,170,0,0,0,0,75482,15918,6131,1369,0,0,0,0,0,9,3895,6753,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,150,56,314,0,0,0,0,0,94,337,15129,0,0,0,0,0,0,10,13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,49,0,0,0,0,0,0,183,5680,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,498
661,442,385,11,0,0,0,0,34,2279,2007,148,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12755,3447,1089,120,0,0,0,0,5541,7816,21356,5172,0,0,0,0,0,3,1086,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,61,4563,2258,2573,4,0,0,0,0,386,7992,34269,1347,0,0,0,0,0,1,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,978,165,53,0,0,0,0,0,600,6033,165,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,28,68978,145,2,0,0,0,0,0,65014,94681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103,2984,2,0,0,0,0,0,0,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
40767,14919,1644,295,8,0,0,0,1958,16144,5006,799,49,1,0,0,1,1,118,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,1188,51,0,0,0,0,0,2634,45276,23576,3915,106,18,0,0,11,439,5844,9942,3353,149,7,0,0,0,1,119,240,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,118,2,0,0,0,0,0,68,1198,989,169,15,0,0,0,2,919,9656,9619,7468,235,82,0,0,14,57,1509,9362,9269,830,52,0,0,0,0,42,92,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,973,47,0,0,0,0,0,146,1056,554,170,108,0,0,0,2,946,5041,8823,7922,828,517,0,0,8,76,2030,5081,7302,9084,0,0,0,0,0,37,70,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,60,503,5,2,0,0,0,1,457,1744,225,431,527,0,0,0,7,1298,8992,1922,2220,660,0,0,0,3,58,875,1334,23140,0,0,0,0,0,2,94,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10,18,6,0,231,0,0,0,9,817,1296,221,455,10,0,0,0,38,528,5148,862,1260,0,0,0,0,2,27,1034,8532,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,2,0,0,0,0,0,5,94,404,151,44,0,0,0,0,4,28,728,1984,0,0,0,0,0,0,99,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,8,129,177,0,0,0,0,0,0,31,3633
51841,2195,112,15,0,0,0,0,31,1421,1528,622,118,0,0,0,0,0,108,557,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,341,38596,4113,67,29,0,0,0,0,0,1084,4716,4556,687,3,0,0,0,0,116,973,1250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,11090,624,14,0,0,0,0,3,16994,11960,3668,173,43,0,0,0,0,14,2180,3110,6553,2780,0,0,0,0,0,25,283,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,2336,2639,502,30,0,0,0,0,0,11127,15048,7477,428,309,0,0,0,0,25,3385,2571,15380,221,0,0,0,0,0,25,1189,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,77,0,0,0,0,0,0,4,5318,2374,197,13,0,0,0,0,0,1146,8556,8790,1796,62,0,0,0,0,229,5003,7832,4800,0,0,0,0,0,52,19,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,159,270,29,0,0,0,0,0,0,627,9009,3186,388,0,0,0,0,0,332,24661,2542,0,0,0,0,0,0,115,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,74,17253,8535,0,0,0,0,0,0,37,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,17,1872
7487,2189,1412,97,0,0,0,0,317,471,548,793,422,37,0,0,0,0,0,8,216,399,65,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,615,1178,1830,864,2,0,0,935,1082,724,651,162,8,0,0,0,27,123,291,689,888,107,1,0,0,0,0,2,216,521,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,145,91,490,2842,2233,14,0,219,5333,490,1016,2090,1529,60,0,0,346,455,549,511,232,10,0,0,1,23,73,213,913,905,27,0,0,0,0,0,4,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,116,75,0,0,14361,3445,482,662,2430,2885,0,0,5521,13857,543,566,534,33,0,0,5,361,562,648,848,235,2,0,0,1,55,57,383,1023,105,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,22,45,42,22,0,0,23,24101,1173,188,194,119,3,0,0,6248,3663,513,547,184,2,0,0,0,322,730,1280,1064,32,0,0,0,1,54,131,703,321,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,104,1,1,0,0,0,0,1567,18166,302,33,48,4,0,0,0,1951,1841,691,446,45,0,0,0,0,597,1489,2417,444,0,0,0,0,0,3922,401,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,29,0,0,0,0,0,0,1993,3165,121,12,11,0,0,0,0,469,1010,560,203,0,0,0,0,0,2382,83178,672,0,0,0,0,0,0,3122,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,3,4,0,0,0,0,0,16,619,281,0,0,0,0,0,0,1605,84574
