61.662,91.571,110.29,0.35958,0.26952,0.064832,0.63384,0.32569,0.33036
147.49,90.245,39.145,0.36928,0.31912,0.28285,0.46599,0.23803,0.071719
71.924,62.044,66.574,0.44858,0.17574,0.0664,0.53585,0.15165,0.091555
96.101,125.86,130.14,0.28117,0.20485,0.13395,0.77603,0.16645,0.17678
213.36,87.072,94.373,0.14671,0.19597,0.24453,0.26771,0.3041,0.25457
144.85,125.87,54.522,0.14756,0.19171,0.22551,0.35466,0.36088,0.2604
63.789,22.843,18.796,0.22473,0.16337,0.1757,0.56802,0.12708,0.14674
73.18,96.107,112.42,0.34716,0.20864,0.17732,0.45197,0.29214,0.21504
96.968,99.414,99.591,0.25383,0.19348,0.20562,0.49032,0.28418,0.083108
185.06,86.41,42.625,0.25071,0.26685,0.24701,0.71635,0.22205,0.21009
128.57,102.32,42.076,0.44345,0.16585,0.14995,0.6159,0.21527,0.19475
108.07,91.157,80.176,0.36729,0.31494,0.29291,0.62549,0.3301,0.26432
96.968,99.414,99.591,0.25383,0.19348,0.20562,0.49032,0.28418,0.083108
124.1,99.764,65.556,0.24205,0.24979,0.21645,0.54297,0.46057,0.28779
73.413,75.883,90.982,0.36417,0.21119,0.10725,0.41002,0.25314,0.12675
240,0,0,0,0,0,0.36039,0.41402,0.33725
110.35,2.9338,4.484,0.041581,0.017322,0.019079,0.66512,0.18066,0.09086
119.15,142.94,125.94,0.29949,0.14767,0.097734,0.59178,0.20712,0.15382
153.89,85.095,55.665,0.079081,0.061495,0.076855,0.50139,0.20562,0.1246
69.197,90.677,111.5,0.62638,0.23437,0.18317,0.32322,0.27068,0.26601
95.194,90.86,90.115,0.29402,0.19022,0.18548,0.42782,0.29444,0.15613
136.43,69.892,69.436,0.29906,0.28368,0.2954,0.26819,0.26715,0.2817
149.54,100.42,61.359,0.089179,0.12817,0.14879,0.31418,0.37032,0.30624
21.977,6.4237,10.718,0.68537,0.099146,0.12157,0.67531,0.24042,0.20335
84.618,53.083,38.974,0.36919,0.21576,0.16945,0.44952,0.19556,0.1621
80.149,52.078,55.227,0.38058,0.20085,0.1846,0.31228,0.26501,0.24548
56.112,47.351,56.693,0.39097,0.21602,0.07667,0.41388,0.22646,0.22122
143.13,28.736,29.949,0.49255,0.24396,0.19323,0.39977,0.23415,0.040885
21.977,6.4237,10.718,0.68537,0.099146,0.12157,0.67531,0.24042,0.20335
111.58,94.111,79.058,0.39936,0.29092,0.20871,0.42503,0.26476,0.16279
98.71,80.28,69.658,0.34795,0.24182,0.24575,0.2316,0.12911,0.1358
167.81,81.365,72.299,0.098472,0.069514,0.053365,0.71953,0.17574,0.13958
98.765,55.669,26.277,0.14417,0.071374,0.070434,0.38925,0.16919,0.2138
86.406,73.198,86.453,0.32346,0.19298,0.16184,0.26743,0.1835,0.16382
26.56,41.339,80.775,0.67472,0.12016,0.16085,0.6763,0.24472,0.20317
283.71,98.418,129.87,0.30109,0.17133,0.1771,0.46421,0.12478,0.1002
70.879,76.373,87.312,0.37672,0.21064,0.10204,0.58182,0.28336,0.22388
123.71,94.416,97.841,0.28606,0.22184,0.22305,0.48765,0.22599,0.13122
215.48,74.844,85.823,0.069764,0.14729,0.20872,0.37553,0.41994,0.32381
35.199,59.744,100.05,0.4473,0.16316,0.095558,0.75426,0.17095,0.15108
89.294,106.85,113.04,0.22044,0.1832,0.17717,0.54816,0.19497,0.14115
86.406,73.198,86.453,0.32346,0.19298,0.16184,0.26743,0.1835,0.16382
89.177,104,129.54,0.35248,0.28335,0.25993,0.37102,0.26257,0.17912
158.19,78.648,44.879,0.089787,0.092082,0.12178,0.47469,0.1422,0.11854
48.988,35.642,58.233,0.29526,0.15656,0.16982,0.45902,0.2185,0.15097
96.256,94.751,84.411,0.54118,0.20965,0.10507,0.49419,0.2891,0.21588
178.6,112.85,72.126,0.4512,0.18863,0.14319,0.5381,0.14565,0.062283
191.07,90.779,83.543,0.09871,0.076534,0.093988,0.59122,0.2691,0.13344
178.33,112.47,89.373,0.2609,0.16592,0.1339,0.56575,0.22016,0.15632
192.67,93.891,97.916,0.10781,0.096098,0.12002,0.76875,0.13032,0.12894
164.41,83.345,71.546,0.4647,0.27796,0.13146,0.46797,0.27218,0.23257
205.47,97.777,94.874,0.24215,0.21022,0.23108,0.33973,0.30537,0.28408
32.017,60.803,99.809,0.47967,0.15576,0.1397,0.38963,0.23448,0.16535
80.051,106.19,115.91,0.27269,0.13751,0.043957,0.46214,0.25983,0.21782
182.1,84.986,78.032,0.26241,0.22585,0.21403,0.22893,0.27268,0.31225
90.22,108.2,114.71,0.26179,0.16302,0.12527,0.4821,0.19133,0.059796
102.53,107.98,97.179,0.29905,0.16748,0.095463,0.37097,0.22744,0.15138
120.16,106.31,77.633,0.45904,0.29556,0.21492,0.42132,0.26967,0.13135
44.91,22.402,43.779,0.47456,0.10586,0.046283,0.63641,0.20958,0.21942
27.628,7.9686,6.3732,0.38114,0.11082,0.12574,0.50951,0.11359,0.13269
