0.08345,0.066386,0.13277,0.25035,0.086022,0.093268,0.11571,0.17204
0.10807,0.13552,0.14121,0.13253,0.14441,0.18911,0.13186,0.017282
0.10807,0.12053,0.16454,0.2397,0.089962,0.09814,0.16756,0.011489
0.12457,0.12457,0.12457,0.12457,0.12798,0.12457,0.12457,0.12457
0.076996,0.084961,0.092357,0.28352,0.069979,0.082685,0.083634,0.22587
0.17562,0.13276,0.17379,0.17366,0.06847,0.063374,0.12583,0.086502
0.20966,0.20533,0.1437,0.09043,0.11056,0.11087,0.11118,0.018272
0.14734,0.14143,0.12689,0.13502,0.16026,0.12497,0.1537,0.010401
0.14404,0.14373,0.14112,0.17844,0.11041,0.098127,0.13867,0.045455
0.26929,0.11494,0.054675,0.049951,0.23668,0.17785,0.093737,0.0028807
0.08947,0.10135,0.13381,0.24782,0.087094,0.21932,0.091845,0.029295
0.077324,0.2318,0.14292,0.11399,0.10964,0.19922,0.12068,0.0044309
0.14404,0.14373,0.14112,0.17844,0.11041,0.098127,0.13867,0.045455
0.081355,0.09101,0.10905,0.26163,0.064577,0.087844,0.075499,0.22903
0.059965,0.083447,0.33029,0.073938,0.05162,0.093926,0.29265,0.014167
0.082515,0.092367,0.14224,0.28827,0.039825,0.049266,0.11453,0.19098
0.11666,0.059551,0.15075,0.31157,0.1227,0.089471,0.13176,0.017549
0.064417,0.072086,0.13804,0.31442,0.095092,0.055215,0.19325,0.067485
0.20276,0.1468,0.094488,0.10138,0.19913,0.14849,0.10392,0.003023
0.19146,0.090224,0.13896,0.12549,0.21371,0.093534,0.13945,0.0071773
0.11017,0.18218,0.15089,0.10949,0.12489,0.1398,0.171,0.011577
0.10364,0.095265,0.13055,0.1421,0.15863,0.20906,0.14888,0.011876
0.09253,0.1004,0.076305,0.21928,0.14008,0.15614,0.1012,0.11406
0.081321,0.076696,0.1647,0.19887,0.087616,0.11215,0.1999,0.078751
0.071605,0.062716,0.045926,0.39407,0.19111,0.087407,0.1358,0.011358
0.05814,0.40048,0.082421,0.046854,0.055404,0.28146,0.060876,0.014364
0.19916,0.16308,0.029425,0.038873,0.32151,0.22116,0.020598,0.0061948
0.17789,0.17258,0.093862,0.098085,0.1511,0.19981,0.10143,0.0052428
0.081321,0.076696,0.1647,0.19887,0.087616,0.11215,0.1999,0.078751
0.099466,0.12487,0.21,0.14701,0.089413,0.12038,0.20309,0.0057686
0.081485,0.062106,0.17324,0.40602,0.073547,0.061873,0.12631,0.01541
0.072662,0.14423,0.13326,0.22347,0.055662,0.15355,0.1955,0.021662
0.086207,0.10345,0.099138,0.086207,0.15086,0.1444,0.23276,0.096983
0.11546,0.15205,0.081388,0.37287,0.087697,0.081388,0.085174,0.023975
0.09312,0.096827,0.14688,0.17119,0.13074,0.17697,0.15996,0.024316
0.1857,0.21001,0.096001,0.089697,0.16409,0.17831,0.067363,0.0088256
0.15855,0.16998,0.1144,0.1043,0.14893,0.19221,0.10635,0.0052822
0.12446,0.10751,0.13462,0.12542,0.14964,0.16126,0.16949,0.027603
0.094467,0.15502,0.097883,0.24358,0.089437,0.15024,0.087077,0.082295
