2.034,5.6949,3.8568,1.2198,0.32317,2.8389,2.8469,3.2554,2.5619,0.95447,2.8389,2.8389,2.9298,3.2757,1.8768,2.8389,2.8389,2.8805,3.2963,2.2072,2.8389,2.8389,2.9298,3.2757,1.8768,2.8389,2.8469,3.2554,2.5619,0.95447,6380.1,10989,7355.3,2327.8,616.82,5993,5996.2,6349.7,4885.4,1821,5993,5993,6038.9,6280.4,3579.1,5993,5993,6011.3,6360.5,4208.8,5993,5993,6038.9,6280.4,3579.1,5993,5996.2,6349.7,4885.4,1821
2.9321,11.685,8.0397,2.5471,0.67504,5.582,5.6028,6.636,5.3292,1.9922,5.582,5.5821,5.8152,6.7534,3.9114,5.582,5.582,5.6889,6.7633,4.5961,5.582,5.5821,5.8152,6.7534,3.9114,5.582,5.6028,6.636,5.3292,1.9922,5218.5,19009,13145,4169,1105.1,9091.2,9122.8,10788,8703.7,3259.7,9091.2,9091.3,9451.6,10996,6394.2,9091.2,9091.2,9255,11003,7510.3,9091.2,9091.3,9451.6,10996,6394.2,9091.2,9122.8,10788,8703.7,3259.7
2.4861,11.349,7.8562,2.4916,0.66048,5.37,5.3907,6.4339,5.2019,1.9482,5.37,5.3701,5.6031,6.5699,3.8216,5.37,5.37,5.4768,6.5694,4.4887,5.37,5.3701,5.6031,6.5699,3.8216,5.37,5.3907,6.4339,5.2019,1.9482,5950.3,11074,7513.4,2381.1,631.14,5840.5,5847,6362,4981.9,1862.1,5840.5,5840.5,5923.7,6356.4,3655.3,5840.5,5840.5,5875.9,6409.6,4295.6,5840.5,5840.5,5923.7,6356.4,3655.3,5840.5,5847,6362,4981.9,1862.1
1.0037,2.0266,1.3729,0.43391,0.11493,1.0299,1.0325,1.1583,0.91242,0.33958,1.0299,1.0299,1.0592,1.1666,0.66812,1.0299,1.0299,1.0433,1.173,0.78592,1.0299,1.0299,1.0592,1.1666,0.66812,1.0299,1.0325,1.1583,0.91242,0.33958,5414.5,8269.1,5574.3,1767.5,468.56,4578.5,4578.7,4779.3,3695.5,1382,4578.5,4578.5,4589.8,4729.7,2711.8,4578.5,4578.5,4581,4786.2,3186.5,4578.5,4578.5,4589.8,4729.7,2711.8,4578.5,4578.7,4779.3,3695.5,1382
0.82332,2.699,1.8699,0.5934,0.15733,1.2997,1.3042,1.5322,1.2375,0.4639,1.2997,1.2997,1.3501,1.562,0.90953,1.2997,1.2997,1.3228,1.5622,1.0681,1.2997,1.2997,1.3501,1.562,0.90953,1.2997,1.3042,1.5322,1.2375,0.4639,5124.8,8349.8,5573.2,1763.7,467.34,4614.5,4615.7,4833.5,3702.3,1379.7,4614.5,4614.5,4635.9,4766.4,2711.9,4614.5,4614.5,4622.1,4832.9,3189.3,4614.5,4614.5,4635.9,4766.4,2711.9,4614.5,4615.7,4833.5,3702.3,1379.7
1.3558,4.565,3.1363,0.99421,0.26352,2.2212,2.2285,2.5981,2.0783,0.77747,2.2212,2.2212,2.3036,2.6356,1.5258,2.2212,2.2212,2.2589,2.6423,1.7925,2.2212,2.2212,2.3036,2.6356,1.5258,2.2212,2.2285,2.5981,2.0783,0.77747,5681.7,10356,6958.3,2202.4,583.62,5558.3,5563.1,5970.4,4620.4,1722.9,5558.3,5558.3,5621.1,5928,3385.8,5558.3,5558.3,5584.7,5994.3,3981.1,5558.3,5558.3,5621.1,5928,3385.8,5558.3,5563.1,5970.4,4620.4,1722.9
1.6151,3.837,2.5961,0.82091,0.21747,1.938,1.9429,2.1955,1.7247,0.64236,1.938,1.938,1.9939,2.2061,1.2633,1.938,1.938,1.9635,2.2209,1.4858,1.938,1.938,1.9939,2.2061,1.2633,1.938,1.9429,2.1955,1.7247,0.64236,5739.4,8219.9,5475.3,1734.2,459.63,4690.7,4688.4,4776.3,3635,1356.3,4690.7,4690.7,4675.5,4682.9,2664.1,4690.7,4690.7,4681,4757.6,3132.1,4690.7,4690.7,4675.5,4682.9,2664.1,4690.7,4688.4,4776.3,3635,1356.3
2.5527,11.458,7.9002,2.5038,0.66361,5.4567,5.4771,6.5031,5.2347,1.9581,5.4567,5.4568,5.6864,6.6256,3.8433,5.4567,5.4567,5.562,6.6321,4.5155,5.4567,5.4568,5.6864,6.6256,3.8433,5.4567,5.4771,6.5031,5.2347,1.9581,3389.1,13204,9123.7,2893,766.87,6298.1,6320.6,7493.7,6042.5,2262.2,6298.1,6298.2,6554.3,7638.1,4438.3,6298.1,6298.1,6414.7,7643.1,5213.4,6298.1,6298.2,6554.3,7638.1,4438.3,6298.1,6320.6,7493.7,6042.5,2262.2
2.5233,7.1091,4.8292,1.5282,0.4049,3.5384,3.5482,4.0606,3.2058,1.1956,3.5384,3.5384,3.6495,4.0918,2.3498,3.5384,3.5384,3.5892,4.1149,2.7628,3.5384,3.5384,3.6495,4.0918,2.3498,3.5384,3.5482,4.0606,3.2058,1.1956,7716.6,12295,8214.2,2600.3,689.08,6823.3,6824.2,7119.4,5455.1,2034,6823.3,6823.3,6846.6,7018.5,3996.9,6823.3,6823.3,6830.4,7116.3,4699.8,6823.3,6823.3,6846.6,7018.5,3996.9,6823.3,6824.2,7119.4,5455.1,2034
2.2856,6.8226,4.6522,1.4729,0.39029,3.3677,3.378,3.8936,3.0865,1.1522,3.3677,3.3678,3.4829,3.9301,2.2635,3.3677,3.3677,3.4205,3.949,2.6607,3.3677,3.3678,3.4829,3.9301,2.2635,3.3677,3.378,3.8936,3.0865,1.1522,6901.6,11436,7736.1,2452.6,650.14,6193.6,6196.6,6590.3,5128.7,1917.7,6193.6,6193.6,6240.5,6552.9,3763.6,6193.6,6193.6,6211.7,6619.2,4422.4,6193.6,6193.6,6240.5,6552.9,3763.6,6193.6,6196.6,6590.3,5128.7,1917.7
