0.16667,0.15385,208
0,0,16
0,0,16
0.58333,0.30769,208
0,0,16
0,0,112
0,0,144
0,0,112
0.6,0.90909,176
0,0,240
0.16667,0.26667,240
0.083333,0.8,80
0,0,16
0,0,16
0,0,16
0,0,240
0.5,0.13333,240
0,0,240
0,0,16
0,0,144
0,0,16
0.16667,0.66667,48
0,0,16
0,0,176
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.58333,0.30769,208
0.58333,0.36364,176
0,0.66667,48
0,0,240
0,0,16
0.66667,0.66667,48
0,0,16
0,0,16
0.58333,0.72727,176
0,0,240
0.66667,0.15385,208
0,0,48
0.11111,0.54545,176
0,0,240
0.66667,0.15385,208
0,0,16
0.16667,0.4,80
0,0,16
0.16667,0.4,80
0,0,16
0.083333,0.8,80
0,0,48
0,0,240
0.58333,0.53333,240
0,0,240
0,0,16
0.083333,0.8,80
0,0,16
0,0,240
0.16667,0.18182,176
0.16667,0.18182,176
0,0,48
0,0,48
0,0,16
0,0,48
0,0,208
0.16667,0.28571,112
0.83333,0.4,80
0,0,80
0,0,16
0,0,176
0,0,176
0,0,240
0.083333,0.36364,176
0,0,80
0,0,16
0,0.22222,144
0,0,240
0,0,16
0,0.66667,48
0,0,80
0,0,16
0,0,16
0.5,0.28571,112
0,0,16
0,0,144
0,0,16
0.61111,0.85714,112
0,0,240
0,0,240
0.16667,0.4,80
0,0,16
0,0,240
0.66667,0.28571,112
0.5,0.66667,48
0.083333,0.26667,240
0,0,16
0.083333,0.36364,176
0,0,16
0,0,16
0,0,48
0,0,16
0,0,144
0,0,16
0.55556,0.85714,112
0,0,16
0,0,208
0,0,48
0.083333,0.30769,208
0,0,16
0,0,16
0,0,16
0,0,144
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0.027778,0.92308,208
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0.18182,176
0.66667,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0.66667,0.30769,208
0,0,48
0.66667,0.66667,48
0,0,48
0,0,48
0,0,208
0,0,16
0,0,16
0.16667,0.22222,144
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.66667,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,80
0,0,16
0,0,240
0,0,16
0.58333,0.57143,112
0,0,16
0,0,16
0,0,16
0.083333,0.57143,112
0.58333,0.8,80
0,0,16
0,0,240
0,0,240
0,0,16
0,0,240
0.66667,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,16
0.5,0.4,80
0,0,16
0,0,16
0,0,48
0.66667,0.66667,48
0,0,16
0,0,16
0.625,0.53333,240
0,0,16
0,0,240
0.16667,0.66667,48
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.83333,0.66667,48
0,0,16
0,0,16
0.16667,0.4,80
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0,0,208
0,0,16
0,0,240
0,0,16
0,0,16
0.5,0.13333,240
0,0,16
0,0,16
0,0,16
0.66667,0.90909,176
0,0,16
0,0,16
0,0.66667,48
0.16667,0.18182,176
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,144
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0.083333,0.30769,208
0,0,16
0,0,16
0,0,112
0,0,16
0,0,112
0,0,112
0,0,48
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0.16667,0.13333,240
0,0,16
0,0,16
0,0,16
0,0,208
0,0,240
0.83333,0.66667,48
0,0,16
0.83333,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,208
0,0,240
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,208
0,0,16
0,0,16
0.55556,0.66667,144
0,0,208
0,0,16
0,0,16
0,0,16
0,0,112
0,0,16
0,0,16
0,0,48
0,0.85714,112
0,0,16
0,0,16
0,0,16
0,0.66667,48
0,0.57143,112
0,0,240
0,0,176
0,0,240
0,0,16
0,0,16
0,0,48
0,0,16
0,0,240
0,0,240
0.66667,0.66667,48
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.071429,0.93333,240
0,0,48
0,0,16
0,0,16
0,0,48
0,0,208
0,0,16
0,0,16
0.58333,0.57143,112
0,0,16
0,0,48
0,0,48
0,0,16
0,0,16
0.66667,0.66667,48
0,0,48
0.66667,0.66667,48
0.16667,0.4,80
0,0,208
0,0,16
0,0,240
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0,0,16
0.16667,0.18182,176
0,0,48
0.055556,0.66667,144
0.5,0.4,80
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0.22222,144
0,0,208
0,0,16
0,0,48
0,0,16
0,0,240
0.58333,0.44444,144
0,0,240
0,0,16
0,0.66667,48
0,0,16
0,0,240
0,0,240
0,0,16
0,0,16
0,0,240
0,0,240
0.66667,0.93333,240
0,0,16
0,0,16
0,0,16
0,0,112
0,0,16
0,0,16
0,0,16
0,0,16
0,0,80
0,0,16
0.66667,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0,0,16
0,0,240
0,0,208
0,0,16
0,0,16
0,0,16
0,0,144
0.083333,0.36364,176
0,0,16
0,0,16
0,0,240
0,0,240
0,0,48
0,0,16
0,0,208
0,0,144
0,0,240
0,0,16
0,0,16
0,0,208
0,0.66667,144
0.125,0.53333,240
0.083333,0.26667,240
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0.66667,48
0,0,48
0,0,16
0,0,16
0,0,16
0.11111,0.46154,208
0,0,16
0,0,176
0,0,144
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0.66667,0.30769,208
0,0,16
0,0,16
0,0,208
0,0,16
0,0,16
0,0.28571,112
0,0,16
0,0,16
0,0,16
0.58333,0.44444,144
0,0,16
0,0,16
0.16667,0.13333,240
0,0,16
0,0,240
0,0,176
0.16667,0.13333,240
0,0,48
0,0,16
0,0,16
0,0,240
0.16667,0.13333,240
0,0,16
0,0,16
0,0,16
0,0,208
0,0,16
0,0,16
0,0,240
0,0,208
0.66667,0.54545,176
0,0,16
0.055556,0.85714,112
0,0,16
0,0,16
0,0,240
0,0,16
0,0.18182,176
0,0,16
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0,0,16
0,0,48
0,0,48
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0.66667,48
0,0,16
0,0,48
0,0,16
0,0,16
0,0,48
0,0,16
0,0,240
0,0,16
0,0,16
0,0,48
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,208
0,0,16
0,0,240
0,0,176
0.5,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.5,0.22222,144
0,0,240
0,0,16
0,0,16
0,0,16
0,0,80
0,0,16
0,0,16
0.16667,0.4,80
0,0,240
0.66667,0.88889,144
0,0,48
0,0,48
0.625,0.88889,144
0,0,16
0,0,240
0,0,16
0.61111,0.92308,208
0,0,16
0,0,16
0,0,240
0,0.90909,176
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,240
0,0,48
0,0,240
0,0,16
0,0,48
0,0,16
0,0,16
0,0.66667,48
0,0,16
0,0,16
0,0,208
0,0,240
0,0,16
0.16667,0.22222,144
0.58333,0.44444,144
0,0,144
0,0,16
0,0,240
0,0,176
0,0,16
0,0,48
0,0,16
0,0,16
0,0,48
0.625,0.61538,208
0,0,16
0,0,240
0.083333,0.44444,144
0,0,16
0,0,240
0,0,48
0,0,112
0,0,80
0,0,16
0,0,16
0,0,16
0,0,16
0.16667,0.18182,176
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0,0,16
0,0,16
0.16667,0.18182,176
0.083333,0.53333,240
0,0,240
0,0,208
0,0.36364,176
0,0,176
0,0,240
0,0,16
0.16667,0.13333,240
0,0,240
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,48
0,0,112
0.5,0.15385,208
0,0,208
0,0,16
0,0,208
0,0,240
0,0,144
0,0,16
0,0,16
0,0,240
0.041667,0.88889,144
0.16667,0.13333,240
0,0,16
0.16667,0.22222,144
0,0,16
0.58333,0.26667,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,48
0.33333,0.28571,112
0,0,240
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0,0,240
0,0,16
0,0,16
0,0,240
0,0,16
0.083333,0.72727,176
0.11111,0.92308,208
0.083333,0.30769,208
0.083333,0.57143,112
0,0,16
0,0,240
0,0,16
0,0,240
0,0,208
0.66667,0.66667,48
0,0,144
0,0,240
0,0,16
0,0,16
0,0,240
0.83333,0.15385,208
0,0.66667,48
0,0,48
0.16667,0.15385,208
0,0,48
0,0,16
0,0,240
0.16667,0.13333,240
0.25,0.36364,176
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0.16667,0.13333,240
0,0,16
0,0.66667,48
0,0,144
0,0,240
0.083333,0.44444,144
0,0,16
0,0,240
0,0,16
0,0,16
0.91667,0.30769,208
0,0,16
0,0,208
0,0,240
0.58333,0.26667,240
0,0,16
0.58333,0.57143,112
0.5,0.26667,240
0,0,16
0,0,240
0,0,16
0,0,240
0,0,16
0.041667,0.53333,240
0,0,16
0,0,16
0,0,144
0,0,112
0,0,240
0,0,16
0,0,16
0,0,16
0.5,0.18182,176
0,0.85714,112
0.16667,0.22222,144
0,0,240
0.16667,0.53333,240
0,0,144
0,0.13333,240
0.16667,0.18182,176
0,0,16
0,0,16
0,0,144
0,0,208
0.16667,0.18182,176
0.94444,0.92308,208
0.083333,0.8,80
0,0,176
0,0,16
0.083333,0.30769,208
0,0,112
0,0,16
0,0,16
0,0,16
0.125,0.72727,176
0,0,16
0,0,176
0.58333,0.8,80
0,0,16
0,0,112
0,0,112
0,0,16
0,0,16
0,0,240
0,0,48
0,0,240
0,0,240
0,0,240
0,0,144
0,0.28571,112
0,0,16
0,0,16
0.083333,0.26667,240
0,0,208
0,0,16
0,0,80
0,0,16
0.083333,0.8,80
0,0,208
0,0,112
0,0,240
0.66667,0.66667,48
0,0,16
0.16667,0.22222,144
0,0,16
0,0,16
0.5,0.22222,144
0,0,16
0,0,48
0,0,16
0,0,48
0,0.85714,112
0,0,16
0.083333,0.30769,208
0.055556,0.46154,208
0,0,112
0,0,240
0,0,16
0,0,16
0,0,240
0.61111,0.54545,176
0,0,240
0.083333,0.57143,112
0.083333,0.30769,208
0,0,16
0.66667,0.13333,240
0,0,16
0.58333,0.30769,208
0,0,16
0,0,16
0,0,240
0,0,16
0,0,208
0,0,208
0,0,112
0.61111,0.54545,176
0,0,240
0,0,48
0,0,16
0.083333,0.44444,144
0,0,240
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0.94444,0.4,240
0,0,16
0,0,16
0,0,240
0,0,16
0,0,48
0,0,240
0,0,208
0,0,240
0,0,240
0,0,80
0,0,208
0.16667,0.66667,48
0.14286,0.93333,240
0,0,16
0,0,16
0.11111,0.85714,112
0,0,16
0,0,208
0,0,16
0,0,16
0,0,16
0.16667,0.4,80
0,0,16
0,0,208
0,0,144
0,0,240
0.16667,0.88889,144
0,0.66667,48
0.16667,0.18182,176
0.5,0.66667,48
0.16667,0.88889,144
0,0.28571,112
0,0,240
0,0,240
0,0,16
0,0,16
0,0,208
0.5,0.66667,48
0,0,16
0,0,240
0,0,16
0,0,16
0.16667,0.4,240
0,0,48
0,0,48
0,0,80
0,0.18182,176
0,0,16
0.5,0.13333,240
0.083333,0.44444,144
0,0,240
0.16667,0.18182,176
0,0,16
0,0,16
0,0,16
0,0,112
0,0,240
0,0,48
0,0,16
0,0,16
0,0,16
0,0,240
0.083333,0.44444,144
0,0,48
0,0,16
0,0,240
0,0,16
0.055556,0.4,240
0,0,240
0,0.66667,48
0,0,144
0,0,240
0,0,48
0.66667,0.22222,144
0,0,48
0,0,112
0,0.92308,208
0,0,16
0.16667,0.18182,176
0.58333,0.36364,176
0,0,16
0,0,16
0.66667,0.4,80
0.055556,0.54545,176
0,0,240
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0.66667,48
0.5,0.13333,240
0,0,16
0,0.13333,240
0,0,16
0.055556,0.85714,112
0,0,16
0,0,16
0,0,16
0,0,240
0,0,240
0,0,16
0.083333,0.26667,240
0,0,16
0,0,240
0,0,16
0,0,16
0.083333,0.30769,208
0,0,16
0,0,48
0,0,176
0,0,112
0,0,208
0,0,240
0.33333,0.28571,112
0,0,240
0,0,16
0.5,0.66667,48
0,0.4,80
0,0,144
0.055556,0.66667,144
0,0,48
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0.66667,0.4,80
0,0,240
0,0,16
0,0,16
0.58333,0.57143,112
0,0,48
0,0,240
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0.16667,0.18182,176
0,0,16
0.083333,0.44444,144
0,0,16
0,0,208
0,0,16
0,0,16
0.66667,0.15385,208
0,0,16
0,0.88889,144
0,0,240
0,0.54545,176
0.55556,0.4,240
0,0,240
0,0,144
0,0,16
0,0,240
0,0,16
0,0,240
0,0,16
0,0,16
0.5,0.13333,240
0,0,16
0,0,16
0,0,208
0,0,240
0,0,16
0,0,16
0.58333,0.26667,240
0.58333,0.36364,176
0,0,16
0,0,16
0,0,16
0,0,176
0,0,16
0,0.8,80
0.5,0.15385,208
0,0,48
0,0,240
0,0,208
0,0,240
0,0,16
0,0,48
0.5,0.4,80
0,0,16
0.083333,0.72727,176
0,0,16
0,0,16
0,0,16
0,0.66667,48
0,0,240
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0.15385,208
0,0,16
0,0,240
0,0,16
0,0.66667,48
0,0,240
0.083333,0.30769,208
0,0,208
0,0,208
0.083333,0.8,80
0,0,16
0,0,16
0.027778,0.8,240
0,0,16
0,0.66667,48
0.66667,0.13333,240
0,0,16
0,0,240
0,0,16
0,0.13333,240
0,0,16
0,0,240
0,0,240
0,0,240
0,0,16
0,0,16
0,0,16
0,0,80
0,0,240
0,0.22222,144
0,0,16
0,0,16
0,0,208
0,0,240
0.083333,0.44444,144
0,0,240
0,0,240
0,0.66667,48
0,0,16
0,0,16
0,0,48
0.5,0.66667,48
0,0,16
0,0,16
0.33333,0.4,80
0.25,0.30769,208
0,0,240
0,0,16
0,0,240
0.66667,0.66667,48
0,0,240
0.16667,0.22222,144
0,0,16
0,0,48
0,0,16
0,0,208
0,0,176
0,0,240
0.16667,0.66667,48
0,0,16
0,0,16
0,0,16
0,0,144
0,0,208
0,0,16
0.61111,0.66667,144
0,0.66667,48
0,0,176
0,0,16
0,0,240
0,0,16
0.66667,0.66667,48
0,0,16
0,0,16
0,0,16
0.66667,0.66667,48
0,0,16
0.083333,0.8,80
0,0,48
0,0,240
0,0,16
0,0,16
0,0,48
0.083333,0.8,80
0,0,16
0,0.66667,48
0,0,48
0,0,16
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0,0.28571,112
0,0,16
0,0,240
0.16667,0.18182,176
0,0,176
0,0,16
0,0,48
0,0,208
0,0,16
0.16667,0.66667,48
0,0,16
0.16667,0.4,80
0.58333,0.72727,176
0,0,16
0,0,48
0,0,16
0,0.22222,144
0.055556,0.54545,176
0,0,240
0,0,240
0,0,240
0.5,0.28571,112
0,0,16
0.16667,0.4,80
0,0.8,80
0.58333,0.72727,176
0,0.66667,48
0,0,240
0,0,240
0,0,16
0,0,240
0,0,176
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0.66667,0.8,80
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0.16667,0.22222,144
0.16667,0.13333,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0.8,80
0,0,16
0,0,16
0,0,16
0,0,16
0.055556,0.54545,176
0,0,16
0,0,48
0.66667,0.66667,48
0.16667,0.36364,176
0,0,16
0.083333,0.44444,144
0,0,208
0.66667,0.4,80
0,0,208
0,0,16
0,0,16
0.083333,0.88889,144
0.083333,0.44444,144
0,0,240
0,0,16
0,0,16
0,0,112
0,0,16
0,0,112
0,0,16
0,0,240
0,0,16
0,0,16
0,0,48
0,0.15385,208
0,0,16
0.16667,0.15385,208
0,0,176
0,0,16
0.083333,0.57143,112
0.66667,0.22222,144
0,0,240
0,0,16
0,0,16
0,0,16
0,0,208
0.16667,0.66667,48
0.66667,0.4,80
0,0,16
0,0,16
0.5,0.4,80
0,0,16
0,0,240
0,0,208
0,0,208
0,0,16
0,0,208
0,0,48
0,0,48
0,0,48
0,0,240
0,0,48
0,0,16
0,0,16
0,0.22222,144
0.66667,0.4,80
0.5,0.28571,112
0,0,240
0,0,16
0.58333,0.26667,240
0.66667,0.22222,144
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0.28571,112
0,0,16
0,0,176
0.59524,0.93333,240
0,0,144
0.83333,0.66667,48
0.083333,0.44444,144
0,0,16
0,0,48
0,0.66667,144
0,0,16
0,0,16
0,0,16
0.66667,0.13333,240
0,0,48
0,0,16
0.95833,0.88889,144
0,0,240
0,0,16
0,0,16
0,0,176
0,0,48
0.16667,0.28571,112
0.83333,0.66667,48
0,0,240
0,0,16
0,0,16
0,0,48
0,0,48
0.66667,0.85714,112
0,0,48
0.125,0.72727,176
0.16667,0.18182,176
0,0,16
0.66667,0.88889,144
0,0,16
0,0,16
0,0,208
0,0,48
0.083333,0.44444,144
0,0,208
0.16667,0.66667,48
0,0,16
0.16667,0.4,80
0,0.18182,176
0.083333,0.72727,176
0,0,80
0.66667,0.13333,240
0,0,16
0.16667,0.15385,208
0,0,16
0,0,208
0,0,48
0,0,48
0,0,208
0,0,16
0.16667,0.18182,176
0,0,16
0,0,48
0,0,112
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0.28571,112
0,0,176
0,0,48
0,0,16
0,0,48
0,0,16
0.16667,0.66667,48
0,0,48
0,0,48
0,0,16
0,0,16
0,0,16
0.5,0.66667,48
0.58333,0.57143,112
0,0,48
0,0,16
0.083333,0.8,80
0,0,48
0,0,16
0,0,16
0,0,16
0.5,0.13333,240
0,0,16
0,0,16
0.16667,0.22222,144
0,0,48
0,0,16
0,0,48
0.083333,0.8,80
0,0,16
0,0,16
0.16667,0.18182,176
0,0,16
0,0,16
0,0,16
0.66667,0.15385,208
0,0,48
0,0,16
0,0,16
0.66667,0.66667,48
0.16667,0.4,80
0,0.85714,112
0,0,144
0,0,16
0.16667,0.8,80
0,0,16
0,0,176
0,0,16
0,0,16
0,0,48
0,0,48
0,0,16
0,0.18182,176
0,0,16
0,0.4,80
0,0,48
0,0,16
0,0.18182,176
0,0,16
0,0,16
0,0,48
0,0,80
0.58333,0.8,80
0.58333,0.44444,144
0,0,16
0,0.66667,48
0,0,48
0,0,16
0,0,16
0.16667,0.22222,144
0,0,16
0,0,16
0,0,16
0,0.66667,48
0.66667,0.22222,144
0,0,16
0,0,16
0,0,112
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0.66667,0.66667,144
0,0,16
0,0,16
0,0,16
0.94444,0.85714,112
0,0,240
0,0,48
0,0.18182,176
0.16667,0.66667,48
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0,0,48
0.61111,0.66667,144
0,0,240
0,0,16
0,0,16
0.61111,0.54545,176
0.61111,0.66667,144
0,0,240
0,0,16
0,0,144
0,0,16
0,0,16
0.083333,0.57143,112
0,0,16
0,0,16
0.61111,0.66667,144
0,0,16
0,0,16
0,0.85714,112
0.55556,0.4,240
0.58333,0.36364,176
0,0,16
0,0,16
0.16667,0.8,80
0,0,240
0,0,16
0.66667,0.85714,112
0,0,48
0,0,16
0,0.8,80
0,0,16
0,0,16
0,0,16
0,0,208
0.16667,0.15385,208
0,0,48
0,0,16
0,0,16
0,0,112
0.16667,0.4,80
0,0,208
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0,0,240
0,0,48
0.16667,0.22222,144
0,0,16
0,0,208
0.55556,0.85714,112
0,0,240
0,0,16
0,0,112
0,0,48
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0.5,0.28571,112
0,0,208
0.16667,0.28571,112
0,0,144
0,0,240
0.5,0.66667,48
0.083333,0.30769,208
0,0,16
0,0,16
0,0,240
0,0,240
0,0,16
0,0,240
0.25,0.36364,176
0,0,16
0.16667,0.13333,240
0,0,112
0,0,240
0,0,80
0.58333,0.30769,208
0,0,240
0,0,16
0,0,16
0,0,240
0,0,16
0.11111,0.46154,208
0.66667,0.22222,144
0.083333,0.44444,144
0,0.66667,48
0,0,16
0,0,240
0,0,80
0,0,48
0,0,16
0,0,16
0,0,144
0,0,240
0,0,16
0,0,48
0,0,16
0.083333,0.36364,176
0.66667,0.13333,240
0,0,16
0,0,48
0,0,48
0,0,16
0,0,16
0,0,208
0,0,16
0,0,48
0,0,16
0,0,144
0,0,16
0.16667,0.15385,208
0,0,16
0,0,112
0,0.85714,112
0,0,16
0,0,240
0,0.4,80
0,0,16
0,0,16
0,0,48
0.5,0.46154,208
0,0,16
0,0,16
0,0,240
0,0,16
0.5,0.30769,208
0,0.28571,112
0.16667,0.57143,112
0,0,176
0,0,240
0,0,176
0,0,16
0,0,240
0,0.76923,208
0.5,0.30769,208
0,0,16
0,0,16
0,0,240
0,0,176
0.083333,0.8,80
0,0,16
0,0,240
0,0,16
0,0,48
0,0,16
0,0,16
0,0,208
0,0,16
0,0,16
0.055556,0.4,240
0,0,16
0,0,16
0.59524,0.93333,240
0,0,240
0,0,16
0,0,240
0,0,240
0.5,0.13333,240
0.083333,0.30769,208
0,0,80
0,0,16
0.58333,0.36364,176
0,0,16
0,0,240
0.58333,0.8,80
0.083333,0.26667,240
0,0,16
0,0,16
0,0,16
0,0,240
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,16
0,0,240
0.16667,0.28571,112
0.66667,0.4,80
0,0,80
0,0,48
0,0,240
0.5,0.30769,208
0,0,240
0,0,240
0,0,240
0.5,0.15385,208
0.66667,0.22222,144
0.083333,0.36364,176
0,0,16
0,0,240
0,0,240
0,0,240
0,0,144
0,0,240
0,0,16
0,0.92308,208
0,0,240
0,0,240
0,0,240
0,0,80
0,0,16
0,0,240
0.66667,0.13333,240
0.083333,0.30769,208
0,0,240
0,0,16
0.55556,0.66667,144
0.58333,0.36364,176
0,0,240
0,0,16
0,0,80
0,0,240
0,0,16
0,0,240
0,0,240
0,0,112
0,0,16
0,0,16
0,0,208
0,0,208
0,0,16
0,0,16
0,0,48
0,0,16
0,0,16
0,0,80
0,0,208
0.16667,0.22222,144
0,0,240
0,0,176
0,0,16
0,0,240
0,0,208
0,0,208
0,0,16
0,0,240
0.16667,0.13333,240
0.58333,0.26667,240
0.5,0.26667,240
0,0,16
0,0.28571,112
0,0,240
0.66667,0.15385,208
0,0,16
0,0,176
0,0,240
0,0,176
0,0,16
0,0.76923,208
0,0,16
0.66667,0.28571,112
0,0,208
0,0,240
0,0,48
0.58333,0.57143,112
0,0,80
0.055556,0.85714,112
0,0,176
0.16667,0.4,80
0,0,240
0,0,240
0,0,208
0,0,16
0,0,16
0,0,16
0,0,48
0.61111,0.46154,208
0,0,240
0,0,208
0.56667,0.90909,176
0.61111,0.4,240
0.055556,0.54545,176
0,0,240
0,0,240
0,0,208
0,0,48
0,0,16
0.58333,0.8,80
0,0,48
0.5,0.54545,176
0,0,240
0,0,16
0,0,16
0.55556,0.66667,144
0,0,16
0,0,176
0.58333,0.36364,176
0,0,16
0,0,16
